masked,original
티아라에서 얘가 젤.. 맏언니로써 왕따사건을 방조한거 보고.. 암튼아라.. 티아라에서 니가 젤었다..,티아라에서 얘가 젤 좋았는데.. 맏언니로써 왕따사건을 방조한거 보고.. 암튼 잘살아라.. 티아라에서 니가 젤 좋았었다..
"팩트 = 전처 언니라는 사람이 인터넷에 폭로글 쓴 후, 몇 시간 뒤 자진삭제. 여전히 그 아이디가 그 전처 언니라는 사실을 알 수가 없고 그지도. 누군가 올린 몇시간 짜리 그 글 하나가 사람 인생에 낙인을 찍는구나","팩트 = 전처 언니라는 사람이 인터넷에 폭로글 쓴 후, 몇 시간 뒤 자진삭제. 여전히 그 아이디가 그 전처 언니라는 사실을 알 수가 없고 그 이후로 나타나지도 않음. 누군가 올린 몇시간 짜리 그 글 하나가 사람 인생에 낙인을 찍는구나"
팬은 아니지만. 얼마나 외음 사기꾼인줄 다 아는 속까 안쓰러워요. 그래도 본인 재능 맘껏 펼치고 다시 일어서려는 모습 보기좋아요. 정말 좋은사람 만나서 좋은가정 이루세요!,팬은 아니지만. 얼마나 외로웠음 사기꾼인줄 다 아는 사람한테 속았을까 안쓰러워요. 그래도 본인 재능 맘껏 펼치고 다시 일어서려는 모습 보기좋아요. 정말 좋은사람 만나서 좋은가정 이루세요!
폭력에도 필요하냐,폭력에도 양쪽말이 다 필요하냐
##죽이야지만 거기등산로인데 흡연은 거기등산로들도있을수있는데..,폭죽이야 잘못된거지만 거기등산로인데 흡연은 거기등산로 한사람들도있을수있는데..
##듀 된거니 상관없다 나는,프듀 안보고 팬 된거니 상관없다 나는
프듀1 출신중건 역시 청하가. 그 다음은 전소연 김세정 정채연 이서정,프듀1 출신중 성공한건 역시 청하가 갓.. 그 다음은 전소연 김세정 정채연 이서정
##겠어요 ㅋ 대단하시네요,프로필사진 바꿔야겠어요 ㅋ 대단하시네요
피해자는 생각 안하시나? 입장을 바꿔 보면 못 같은..,피해자는 생각 안하시나? 입장을 바꿔 보면 못 그랬을꺼 같은뎅..
피해자들이 보면 얼마나 가슴까요 올리는건..,피해자들이 보면 얼마나 가슴아플까요 굳이 올리는건..
하 지금도디이지믄 우케요 ㅋ 지방을 들어내셨다니 축하 하드레요 응원 합니다,하 지금도 이쁜디 더이뻐지믄 우케요 ㅋ 지방을 들어내셨다니 축하 하드레요 응원 합니다
하나경힘 ~스러운 말에 상처받지않기를,하나경씨힘내요~고집스러운 말에 상처받지않기를
하나님에 좋은 말씀대로 행하려하고 기도하면 목사들을 보고 교회에 다니는거 아닙니다 저들도라 돈보면 욕심나고 다 똑같은 것입니다 하나님을 교회를 욕하면,하나님에 좋은 말씀대로 행하려하고 기도하면 됩니다 목사들을 보고 교회에 다니는거 아닙니다 저들도 인간이라 돈보면 욕심나고 다 똑같은 것입니다 하나님을 교회를 욕하면 안됩니다
하라언니 두려워하지 마라! 언니새이도 다 왔다!하게 싸우자!,하라언니 두려워하지 마라!언니도 동새이도 다 왔다!용감하게 싸우자!
##좋 적당히,하믄좋치 적당히
.....가......,하아......경리가 ......
하연수,하연수 작품활동안하나
하지원 넘아쉽다 ~ 초콜릿보다 하지원은 이번에 북한 설정드라마 현빈하고 출연햇으면 대박터졋을텐데 너무아쉽다 물론 지금 여주도 괜찮아보이지만 배역자체가 하지원이가 딱맡는 드라마 초콜릿은....한....,하지원 넘아쉽다 ~ 초콜릿보다 하지원은 이번에 북한 설정드라마 현빈하고 출연햇으면 대박터졋을텐데 너무아쉽다 물론 지금 여주도 괜찮아보이지만 배역자체가 하지원이가 딱맡는 드라마 임 초콜릿은 ....잔잔한 감동 ....
"하차하세요,,,,인데입욀거","하차하세요,,,,예능인데 감정이입욀거 같네요"
하태식이,하태식이 돌아왔구나?
중에서도암이냐...,하필 암 중에서도 혈액암이냐...
한고은 부부업,한고은 부부 재미업어요 ㅠㅠㅠㅠ
한고은 씨 동상이몽 이후에는 예능에서 않보이나했는데네요 ~ ~ 입 ^ ^,한고은 씨 동상이몽 이후에는 예능에서 않보이나했는데 반갑네요~~화이팅 입니당^^
한국 배우는 아니지. 마동석 보면도 국내 입국 허용해서 연예 활동할 수 있도록 비상식적인 제재줘야 된다.,한국 배우는 아니지. 마동석 보면 유승준도 빨리 국내 입국 허용해서 연예 활동할 수 있도록 비상식적인 제재 풀어줘야 된다.
"한국 중년 남자배우 스타일, 얼굴 부분 ㅡ짱짱 배우는 / /재, 정우성,,빈","한국 중년 남자배우 스타일, 얼굴 부분 ㅡ짱짱 배우는//이정재, 정우성, 장동건, 원빈"
한국여자들이 욕하는걸 보니까교씨 훌륭한 사람이시네요,한국여자들이 욕하는걸 보니까 송혜교씨 정말 훌륭한 사람이시네요 응원합니다
##살면 그정돈 아무것도텐데.... 이참에 귀화해라,한국와서살면 그정돈 아무것도아닐텐데....이참에 귀화해라
##스의 전설 기욤페트리님,한때 프로토스의 전설 기욤페트리님 축하합니다
한번줘야겠지,한번 봐줘야겠지?
,한번도 안본 드라마
안봤음... 그냥 역도요정김복주만 주구정창행,한번도 안봤음...그냥 역도요정김복주만 주구정창 정주행 하는데
한서희한테 악플 남기세요.,한서희씨한테 악플 남기지말아주세요.
한예슬림,한예슬보다 잘어울림
한은정 신인때 생각난다. 악역연기 악착같이 잘 해서 한밤에서 취재갔던거. 떡잎부터 남랐음. 확 못게 아쉽,한은정 신인때 생각난다. 악역연기 악착같이 잘 해서 한밤에서 취재갔던거. 떡잎부터 남달랐음. 확 못 뜬게 아쉽지만
한은정 진짜,한은정 연기 진짜 잘함
한은정씨는 명랑소녀 성공기때 장나라 괴롭히는 악역부터 시작 ~ 그땐 1프로 어색 보기요,한은정씨는 명랑소녀 성공기때 장나라 괴롭히는 악역부터 시작했어요~그땐 1프로 어색했는데 보기좋네요
##면면 모두. 유백이... 담주까지 어찌 기다려.,한장면 한장면 모두 좋다. 유백이...담주까지 어찌 기다려.
한지민이랑 남주혁은 영화 조제랑 드라마 히어도 같이 한다던데 눈이게때이나보다,한지민이랑 남주혁은 영화 조제랑 드라마 히어도 같이 한다던데 눈이 부시게때 호흡이 좋았나보다
한지혜,한지혜 귀엽다
##혜씨 다음에는 제발연기.. 로수있길,한지혜씨 다음에는 제발 다른연기..로볼수있길
##의 잘못은 아니라고 본다기에 구혜선이 더많이 잘못했다 안재현도 잘한건없다고봄.. 이혼까지온것도 양쪽의 잘못이지..,한쪽의 잘못은 아니라고 본다 그렇기에 구혜선이 더많이 잘못했다하더라도 안재현도 잘한건없다고봄..이혼까지온것도 양쪽의 잘못이지..
한채아가 아깝다 남자,한채아가 아깝다 좋다는 남자 많은데
##혜진 지조,한혜진 지조있네요 ~
한혜진씨은 쫌 불편,한혜진씨 의상은 쫌 불편했습니다 ㅠㅠ
##혜진 개꿀잼... 모델 가능한 출사다 정말,한혜진편 개꿀잼...모델이니까 가능한 출사다 정말
한효주 성격기만하던데.. 싸가지는. 둘이 잘요.,한효주 성격 좋기만하던데.. 싸가지는 무슨. 둘이 잘 어울려요.
한효주 정도면 영화 주연 하는 안 되는 여배우. ㅎㅎ,한효주 정도면 영화 주연 하는 몇 안 되는 여배우니까..ㅎㅎ
할뺐는데걸한건가? 살짝 다른것같기도ㅋㅋ,할 너무뺐는데?다른걸한건가? 살짝 다른것같기도ㅋㅋ
함소원다이 점점 닮아가시네요.,함소원 예쁘다. 두분이 점점 닮아가시네요.
항상 엄마 먼저!!! 아가는 그 먹이!,항상 엄마 밥 먼저!!!아가는 그 후에 먹이세요!
##투,해투도 그만하자
행복하게사시길 악플러는어디에도죠마시,행복하게사시길 악플러는어디에도있죠 신경쓰지마시길
##해보이네. 아기가 없는게.,행복해보이네. 근데 아기가 없는게 안타깝다.
근데다 정유미,허허 근데 진짜 이쁘다 정유미
헐네... 성인 장난아닐듯 ♡♡,헐 넘 이쁘네... 성인되면 장난아닐듯 ♡♡
박은혜했었구나..,헐 박은혜도 이혼했었구나..
##같으시다,헐 완전 애기같으시다
헐.. 저할머니 드라마에서 마니 봤는데 결국 돌아가셨구나ㅜㅜㅜ삼가고 인 명을빕 다,헐..저할머니 드라마에서 마니 봤는데 결국 돌아가셨구나ㅜㅜㅜ삼가고 인의 명 복을빕니 다
헐 ~상 엄청 연하남인거임? 장미희 남편 연,헐~ 스토리상 엄청 연하남인거임? 장미희 남편 연배는 아닌데
현무이팅,현무형 퐈이팅
현빈 김주원때 좋아하고 좋아한적 없는데 나이먹으니 더지고네.. 연기도 비주얼도 목소리도.. 요즘 20대 배우들은 그런게 없어,현빈 김주원때 좋아하고 좋아한적 없는데 나이먹으니 더 깊이있어지고 멋있네.. 연기도 비주얼도 목소리도.. 요즘 20대 배우들은 그런게 없어
현빈넘ㅇ,현빈넘모 멋진ㅇㅎ
현빈은 밝혀 진것 하나 없는데 왜 먹어요 평상시 현빈도 저랬다면 같이하고 공유해요 단도 아니고 둘이 카톡 한거지 다른 공개된 카톡 보니 다른 배우들 이름만 언급 되었지 거기도 현빈은 없던데요 밝혀 진것에 뭐라 하세요,현빈은 밝혀 진것 하나 없는데 왜 욕 먹어요 평상시 현빈도 저랬다면 같이 카톡하고 공유해요 단톡도 아니고 둘이 카톡 한거지 다른 공개된 카톡 보니 다른 배우들 이름만 언급 되었지 거기도 현빈은 없던데요 밝혀 진것에 뭐라 하세요
현실적으로 둘다 유명하지 않아서도 불안정하고.. 그냥자 해서 헤어지는..,현실적으로 둘다 유명하지 않아서 수입도 불안정하고.. 그냥 헤어지자 해서 헤어지는 듯..
현아.러,현아 멋지다. 말러뷰
현아 이 ~ 트리플,현아 이던~ 트리플 좋아요
,현아 이뻐요
현아야 혼자 잘나가겠지... 외국에서도 인지도가 꽤 있으니... 근데 이던인가 아이는...함....,현아야 혼자 잘나가겠지 ... 외국에서도 현아 인지도가 꽤 있으니 ... 근데 이던인가 저 아이는 ... 애매함 ....
혜교,혜교 좋아
혜교,혜교님 힘내세요
혜나먹,혜나 짱먹엉
혜빈이,혜빈이 힘내세요
호누나 못따자녀 속상해,호란누나 이제 면허 못따자녀 속상해
호란언니하세요 ~ 음주는 지난과거 앞으로인생 살아주는게 팬들에게 좋은모습 보여주는거에요 ^ ^,호란언니 화이팅하세요~ 음주는 지난과거 앞으로 멋진인생 살아주는게 팬들에게 좋은모습 보여주는거에요~^^
홍상수♥김민희 알달콩 이쁜사랑하세요 ㅎㅎ의 사랑을 ㅎㅎ,홍상수♥김민희 알콩달콩 이쁜사랑하세요 ㅎㅎ 두분의 사랑을 응원합니다 ㅎㅎ
홍윤화살빼 더엽,홍윤화살빼니까 더귀엽더라
홍자매기만하던데ᆢ 왜들이 있는지ᆢ보다가 체널 돌리면되요ᆢ요즘 일반인들도 성형하는데ᆢ어제 홍진영짜장 ~ ~ 완전 ㅋㅋ,홍자매 재밌기만하던데ᆢ 왜 안티들이 있는지ᆢ보다가 체널 돌리면되요ᆢ요즘 일반인들도 성형하는데ᆢ어제 홍진영짜장면~~완전 ㅋㅋ
화끈하게 뿌리 ~ ~ 그와중에생김 뚝뚝.,화끈하게 뿌리시길~~ 그와중에 잘생김 뚝뚝..
##고 짜증날일이지 마음의 상처로.. 뒤 길.. 뭐 얼마나 큰 피해를 봤길래,화나고 짜증날일이지 마음의 상처로.. 뒤끝 길구나.. 뭐 얼마나 큰 피해를 봤길래
##한 가정 특징 : 마누라가쁨,화목한 가정 특징 : 마누라가 이쁨
화사 이번 완전 ~ ~ ~ 어쩌고해도무대 다짜르고 실검1위 시선집중 ^ ^,화사 이번 무대 완전 성공~~~어쩌고해도 다른무대 다짜르고 실검1위 시선집중^^
##끼 얼굴이라고,화장끼 없는 얼굴이라고라
화장지웠구만뭘한인상인데 눈화장때문에 쎄보인것둥한얼굴임,화장지웠구만뭘 원래순한인상인데 눈화장때문에 쎄보인것 순둥한얼굴임
##치도 않은 사람네 ㅠㅠ,확실치도 않은 정보 사람 잡네 ㅠㅠ
확실히 노잼이더라 ~ 3얼 ~,확실히 어제는 노잼이더라~ 3얼 위주로 가즈아~
회가될수록 오거리고 유치해지는..,회가 거듭될수록 오글거리고 유치해지는듯..
효리는 레이어드,효리는 레이어드컷이 이뻐
후기 올라온거 보면ㅋㅋㅋㅋㅋ리안하고 서빙이랑만함ㅋㅋㅋㅋㅋ케,후기 올라온거 보면ㅋㅋㅋㅋㅋ요리안하고 서빙이랑 카운터만 본다고함ㅋㅋㅋㅋㅋ케
##남티가너무 보기부부 그리고 아이들,훈남티가너무 보기좋은부부 그리고 아이들
정면에서 발산,흑백 정면에서 미모 발산 실화냐
흠 호해라,흠 호란님 흥해라
.. 둘이 사귀고 잼없는.. 그치????,흠..둘이 사귀고부터 잼없는듯.. 그치????
흥국아재 기러기잖음... 티비서보니 심하...,흥국아재 기러기아빠잖음. . . 티비서보니 고생이 심하던데. . .
희한해요 진짜.. 볼때는 별로 먹고싶진 않았는데 며칠동안 계속계속 생각남 ㅠㅠ 결국 잘 먹지도 않는 먹으러가고 미쳤다고 밤 열 김부각 만들고있는발견함.. 화사 대단혀 ~,희한해요 진짜..볼때는 별로 먹고싶진 않았는데 며칠동안 계속계속 생각남 ㅠㅠ 결국 잘 먹지도 않는 곱창 먹으러가고 미쳤다고 밤 열시에 김부각 만들고있는 나를발견함..화사 대단혀~
~ 엄마는니깡.. ~ 잘꺼라 믿어요 ~ ^ ^,힘내세요 ~엄마는 강하니깡..~ 잘 이겨낼꺼라 믿어요~^^
주말드라마 장사하는 폐암걸리는 드라마를볼...,주말드라마에 장사하는엄마가 폐암걸리는 드라마를볼줄이야...
유이스러워,유이 자연스러워진 연기
손이랑 소지섭이랑 곧다 이글은 성지글이 된다.,손예진이랑 소지섭이랑 곧 결혼한다 이글은 곧 성지글이 된다.
##녀라 좋았는데... 혜나는 인간들은!!,효녀라 좋았는데...혜나 미워하는 인간들은 뭐지!!
언니닥닥.....해욧 ~!!,언니 토닥토닥.....응원해욧~!!
##인도 닮은,정해인도 닮은듯?
최지우 보니 ~ 임신해도 너무요 ~,최지우 오랜만에 보니 좋네요~ 임신해도 너무 예뻐요~
김신 넘요 ~ ~ 건간도 찾고 날씬 굿굿 ~ ~ ~,김신영 넘 예뻐요~~건간도 찾고 날씬 굿굿~~~화이팅
사실로 그렇게억울하게 당하구 살아왔다면 경찰에 고소하구 법의심판을 받게해야지들이 왈가불가,사실로 그렇게억울하게 당하구 살아왔다면 경찰에 고소하구 법의심판을 받게해야지 네티즌들이 왈가불가 할일이아니다
장난 아닐텐데 위아랫 엄청 받았을듯,층간소음 장난 아닐텐데 위아랫집 스트레스 엄청 받았을듯
어쩐지 키가 커서 살만 좀 너무 이뻐질거라 생각했는데 살이거였군요점점지더라고요,어쩐지 키가 커서 살만 좀 빠지면 너무 이뻐질거라 생각했는데 살이 빠진거였군요점점 예뻐지더라고요
